,Account Number,Transaction Date,Value,Current Balance
39200,87556975,2023-02-05,-200.2,399.93
39215,87726203,2023-02-05,,55.92
39230,87735660,2023-02-05,,935.38
39245,87746071,2023-02-05,,109.61
39260,87801896,2023-02-05,118.55,1932.11
39275,87807990,2023-02-05,,1250.22
39290,87817645,2023-02-05,-255.99,956.15
39305,87827496,2023-02-05,-107.8,724.47
39320,87836000,2023-02-05,,937.46
39335,87876065,2023-02-05,,2572.04
39350,87906438,2023-02-05,-144.67,52.32000000000002
39365,87911550,2023-02-05,,132.5
39380,87913244,2023-02-05,,630.41
39395,87967388,2023-02-05,212.04,780.1400000000001
39410,88033693,2023-02-05,,917.7
39425,88040274,2023-02-05,158.27,619.92
39440,88074391,2023-02-05,-127.52,612.81
39455,88106566,2023-02-05,12.23,573.6899999999999
39470,88160468,2023-02-05,,-358.06000000000006
39485,88229109,2023-02-05,-65.1,665.66
39500,88235115,2023-02-05,167.85,129.98000000000002
39515,88285378,2023-02-05,,568.58
39530,88293767,2023-02-05,,384.5100000000001
39545,88306714,2023-02-05,,808.0
39560,88343796,2023-02-05,,113.88
39575,88381437,2023-02-05,-139.75,231.96
39590,88399132,2023-02-05,,723.46
39605,88436283,2023-02-05,,689.71
39620,88466448,2023-02-05,575.84,-545.8100000000001
39635,88476961,2023-02-05,138.66,825.42
39650,88482062,2023-02-05,,-171.89
39665,88489173,2023-02-05,,530.35
39680,88538200,2023-02-05,,434.88
39695,88551691,2023-02-05,1136.4,2205.05
39710,88558016,2023-02-05,,241.17
39725,88568543,2023-02-05,,-607.48
39740,88570753,2023-02-05,,62.48
39755,88580402,2023-02-05,,281.66
39770,88646863,2023-02-05,,285.84000000000003
39785,88657589,2023-02-05,98.03,807.64
39800,88676459,2023-02-05,,-112.99
39815,88681540,2023-02-05,,483.52
39830,88710457,2023-02-05,,698.1999999999999
39845,88732093,2023-02-05,,6.529999999999987
39860,88824263,2023-02-05,,228.17
39875,88831746,2023-02-05,,592.03
39890,88834465,2023-02-05,-87.06,-68.76
39905,88837750,2023-02-05,-61.25,436.47
39920,88857879,2023-02-05,,584.58
39935,88926132,2023-02-05,,2555.75
39950,88933315,2023-02-05,,506.27
39965,88968006,2023-02-05,,790.05
39980,88974311,2023-02-05,,195.6800000000001
39995,89065134,2023-02-05,,275.04
40010,89088715,2023-02-05,,1657.1799999999998
40025,89117536,2023-02-05,,348.29
40040,89194917,2023-02-05,,332.56
40055,89223056,2023-02-05,,139.98
40070,89225677,2023-02-05,-80.23,527.06
40085,89244577,2023-02-05,134.55,1396.7199999999998
40100,89309725,2023-02-05,,2052.06
40115,89318229,2023-02-05,,503.85
40130,89353946,2023-02-05,142.19,951.67
40145,89369216,2023-02-05,,362.98
40160,89406032,2023-02-05,-300.16,153.14999999999998
40175,89407337,2023-02-05,,211.2
40190,89438779,2023-02-05,,16.420000000000016
40205,89471153,2023-02-05,,52.29
40220,89497773,2023-02-05,,573.08
40235,89503991,2023-02-05,,299.6
40250,89608054,2023-02-05,,575.52
40265,89629293,2023-02-05,,292.31
40280,89632856,2023-02-05,,311.72
40295,89645445,2023-02-05,,175.14
40310,89650416,2023-02-05,,-187.4
40325,89689059,2023-02-05,,557.4100000000001
40340,89697097,2023-02-05,,578.0699999999999
40355,89720252,2023-02-05,,865.4300000000001
40370,89761152,2023-02-05,-166.03,756.98
40385,89905732,2023-02-05,-270.07,-1308.09
40400,89916489,2023-02-05,,654.18
40415,89972805,2023-02-05,,456.55
40430,89983842,2023-02-05,-80.89,839.41
40445,90019913,2023-02-05,,360.72
40460,90044139,2023-02-05,-94.48,401.74
40475,90054505,2023-02-05,,456.58
40490,90090889,2023-02-05,142.54,874.02
40505,90118682,2023-02-05,-62.8,84.43
40520,90168031,2023-02-05,,183.39
40535,90203948,2023-02-05,,925.87
40550,90233696,2023-02-05,138.32,641.86
40565,90287712,2023-02-05,-108.31,266.78000000000003
40580,90313378,2023-02-05,,1266.67
40595,90336689,2023-02-05,,1869.94
40610,90338454,2023-02-05,,586.61
40625,90349791,2023-02-05,,568.63
40640,90446254,2023-02-05,,557.8
40655,90480183,2023-02-05,-73.24000000000001,429.13
40670,90549616,2023-02-05,,-991.69
40685,90589761,2023-02-05,108.08,726.26
40700,90625637,2023-02-05,,366.8
40715,90717656,2023-02-05,,1303.6999999999998
40730,90745743,2023-02-05,,230.44
40745,90824896,2023-02-05,,680.62
40760,90851200,2023-02-05,,-394.37
40775,90871147,2023-02-05,,362.86
40790,90894195,2023-02-05,-112.34,24.91
40805,90932350,2023-02-05,,578.62
40820,90951743,2023-02-05,74.55,158.20999999999992
40835,90982016,2023-02-05,,776.15
40850,91020929,2023-02-05,-11.63000000000001,228.93
40865,91062192,2023-02-05,,-89.97
40880,91142310,2023-02-05,,363.08
40895,91184544,2023-02-05,,76.39999999999999
40910,91246568,2023-02-05,,-65.13999999999999
40925,91251995,2023-02-05,-135.59,108.41
40940,91259453,2023-02-05,,1040.78
40955,91305080,2023-02-05,,228.84
40970,91349198,2023-02-05,,669.58
40985,91373446,2023-02-05,-56.92,290.27
41000,91382872,2023-02-05,,782.62
41015,91423814,2023-02-05,,957.99
41030,91445572,2023-02-05,,620.69
41045,91576212,2023-02-05,53.81,640.61
41060,91605034,2023-02-05,,723.0600000000001
41075,91621026,2023-02-05,,834.74
41090,91658755,2023-02-05,,-483.9700000000001
41105,91703213,2023-02-05,,945.92
41120,91747441,2023-02-05,98.94000000000001,542.84
41135,91819341,2023-02-05,,602.03
41150,91829198,2023-02-05,,103.19
41165,91834926,2023-02-05,,837.98
41180,91859090,2023-02-05,,340.12
41195,91885907,2023-02-05,-17.179999999999993,1246.27
41210,91939298,2023-02-05,,-293.9
41225,91943555,2023-02-05,,318.47
41240,91944915,2023-02-05,,701.33
41255,91957838,2023-02-05,-171.29000000000002,496.54
41270,91971494,2023-02-05,,-713.23
41285,91972687,2023-02-05,,463.97
41300,92001688,2023-02-05,-100.23,238.85
41315,92015508,2023-02-05,-52.36,329.1
41330,92037264,2023-02-05,-27.799999999999997,1356.75
41345,92052516,2023-02-05,,1549.13
41360,92145159,2023-02-05,,395.25
41375,92155262,2023-02-05,,405.96
41390,92195724,2023-02-05,,-878.4
41405,92212099,2023-02-05,,584.21
41420,92214557,2023-02-05,98.2,608.06
41435,92221411,2023-02-05,,775.84
41450,92232319,2023-02-05,-212.21,242.22000000000003
41465,92234913,2023-02-05,,613.18
41480,92287463,2023-02-05,,86.56
41495,92319358,2023-02-05,700.4,910.97
41510,92338537,2023-02-05,-232.78000000000003,8.099999999999966
41525,92340721,2023-02-05,1168.4,2013.19
41540,92376825,2023-02-05,197.01,779.6700000000001
41555,92390334,2023-02-05,,397.53
41570,92423759,2023-02-05,,-58.22000000000003
41585,92437489,2023-02-05,,-15.959999999999996
41600,92551293,2023-02-05,,307.32
41615,92563438,2023-02-05,,1048.13
41630,92684055,2023-02-05,,265.35
41645,92750088,2023-02-05,149.93,-160.0100000000001
41660,92770567,2023-02-05,-39.31,721.5
41675,92840827,2023-02-05,,510.12
41690,92872571,2023-02-05,89.62,1118.71
41705,92898446,2023-02-05,,64.49
41720,92910876,2023-02-05,-59.2,575.1400000000001
41735,92920645,2023-02-05,,644.88
41750,92931020,2023-02-05,-815.7,-249.45000000000005
41765,92943637,2023-02-05,-76.04,-99.44
41780,92944470,2023-02-05,,598.07
41795,92963966,2023-02-05,,986.69
41810,93009261,2023-02-05,184.51999999999998,959.92
41825,93039862,2023-02-05,,896.02
41840,93076057,2023-02-05,,449.73
41855,93128216,2023-02-05,,679.48
41870,93147630,2023-02-05,,403.93
41885,93192347,2023-02-05,51.72,-895.45
41900,93248179,2023-02-05,,401.76
41915,93306742,2023-02-05,,388.54
41930,93325549,2023-02-05,790.5,1129.58
41945,93346040,2023-02-05,,746.8900000000001
41960,93349543,2023-02-05,-19.340000000000003,-34.55000000000001
41975,93355755,2023-02-05,,704.3000000000001
41990,93388304,2023-02-05,,301.84
42005,93409343,2023-02-05,-81.2,1497.95
42020,93429066,2023-02-05,-18.049999999999983,487.17
42035,93443317,2023-02-05,,470.42
42050,93446276,2023-02-05,-106.71,981.18
42065,93529019,2023-02-05,94.84,715.21
42080,93559470,2023-02-05,-685.39,-601.3299999999999
42095,93564856,2023-02-05,,351.9
42110,93569124,2023-02-05,,221.11
42125,93624474,2023-02-05,,870.88
42140,93630048,2023-02-05,,236.49
42155,93707181,2023-02-05,87.06,653.4200000000001
42170,93745446,2023-02-05,177.67,1540.16
42185,93747938,2023-02-05,,724.31
42200,93840154,2023-02-05,-94.38,65.32
42215,93932516,2023-02-05,-859.9,-394.5999999999999
42230,93981472,2023-02-05,178.08,1652.56
42245,94044891,2023-02-05,-102.47,388.9
42260,94060198,2023-02-05,1317.7,-305.22000000000014
42275,94082779,2023-02-05,,-26.550000000000004
42290,94096082,2023-02-05,159.46,501.66
42305,94106013,2023-02-05,,991.06
42320,94163785,2023-02-05,,1739.96
42335,94171142,2023-02-05,,154.12
42350,94200289,2023-02-05,-151.14,56.360000000000014
42365,94208888,2023-02-05,,42.400000000000006
42380,94212460,2023-02-05,,215.27
42395,94228831,2023-02-05,,285.89
42410,94247629,2023-02-05,105.91,454.3
42425,94331180,2023-02-05,,34.330000000000005
42440,94342965,2023-02-05,-159.07,230.95
42455,94365401,2023-02-05,,17.65
42470,94409941,2023-02-05,,1179.3200000000002
42485,94437482,2023-02-05,,415.91
42500,94457332,2023-02-05,-107.79,656.23
42515,94493359,2023-02-05,,-115.45
42530,94525216,2023-02-05,-115.1,564.6800000000001
42545,94566140,2023-02-05,,-22.54
42560,94615411,2023-02-05,,-717.27
42575,94629877,2023-02-05,-112.93,28.700000000000045
42590,94635297,2023-02-05,82.64,433.86
42605,94645169,2023-02-05,,744.1700000000001
42620,94660017,2023-02-05,,-7.849999999999994
42635,94677908,2023-02-05,,558.03
42650,94716844,2023-02-05,,581.14
42665,94729530,2023-02-05,,894.42
42680,94732589,2023-02-05,,388.6
42695,94748860,2023-02-05,,674.65
42710,94796578,2023-02-05,112.69,-138.99
42725,94814824,2023-02-05,159.3,876.05
42740,94893604,2023-02-05,,421.78
42755,94935991,2023-02-05,,661.04
42770,94973297,2023-02-05,,649.55
42785,95009921,2023-02-05,158.54,1197.89
42800,95060122,2023-02-05,,687.12
42815,95081571,2023-02-05,,421.25000000000006
42830,95113741,2023-02-05,,404.88
42845,95213279,2023-02-05,-33.85,314.75
42860,95258436,2023-02-05,,-49.39
42875,95274344,2023-02-05,-967.25,23.590000000000032
42890,95277712,2023-02-05,99.25,330.02
42905,95307629,2023-02-05,41.65,633.28
42920,95309911,2023-02-05,39.2,238.74
42935,95356167,2023-02-05,,170.2
42950,95367755,2023-02-05,,304.11
42965,95390412,2023-02-05,,430.3399999999999
42980,95412973,2023-02-05,,692.4200000000001
42995,95446510,2023-02-05,,591.11
43010,95452518,2023-02-05,,390.37
43025,95467370,2023-02-05,-20.31,1641.93
43040,95527674,2023-02-05,,707.34
43055,95564462,2023-02-05,,808.87
43070,95600095,2023-02-05,,400.05
43085,95642341,2023-02-05,-97.45,1144.73
43100,95645055,2023-02-05,,645.58
43115,95674888,2023-02-05,,963.78
43130,95710324,2023-02-05,,865.43
43145,95723006,2023-02-05,,1946.0
43160,95743658,2023-02-05,,411.38
43175,95759022,2023-02-05,33.85,160.07999999999998
43190,95868007,2023-02-05,-134.55,413.5100000000001
43205,95898143,2023-02-05,97.37,295.02
43220,95993993,2023-02-05,,-1171.29
43235,96050548,2023-02-05,,226.63
43250,96051784,2023-02-05,-1121.5,-987.91
43265,96121732,2023-02-05,-99.15,644.4799999999999
43280,96153427,2023-02-05,,228.97
43295,96197628,2023-02-05,,724.46
43310,96200049,2023-02-05,,1328.13
43325,96208050,2023-02-05,,-16.710000000000008
43340,96224831,2023-02-05,,987.6
43355,96227490,2023-02-05,118.23,360.34
43370,96236719,2023-02-05,,1837.45
43385,96278865,2023-02-05,,930.45
43400,96281358,2023-02-05,,463.07
43415,96291927,2023-02-05,,221.92
43430,96319450,2023-02-05,,965.61
43445,96367781,2023-02-05,,880.44
43460,96367914,2023-02-05,,528.67
43475,96401230,2023-02-05,,1356.7300000000002
43490,96510893,2023-02-05,,582.0899999999999
43505,96605778,2023-02-05,,-620.8299999999999
43520,96649120,2023-02-05,-173.32999999999998,240.51000000000005
43535,96689242,2023-02-05,142.12,1169.66
43550,96719450,2023-02-05,,633.74
43565,96756719,2023-02-05,-49.84,482.79
43580,96837696,2023-02-05,-1131.8,-241.9
43595,96847078,2023-02-05,,338.75
43610,96948178,2023-02-05,,217.26
43625,97010482,2023-02-05,103.38,729.54
43640,97036090,2023-02-05,,306.78
43655,97048058,2023-02-05,,1658.66
43670,97098684,2023-02-05,144.38,757.04
43685,97187999,2023-02-05,-27.88,91.93
43700,97258853,2023-02-05,,1690.88
43715,97265555,2023-02-05,,232.25
43730,97294152,2023-02-05,,1625.08
43745,97305293,2023-02-05,,437.97
43760,97328154,2023-02-05,,444.87
43775,97405607,2023-02-05,,1074.11
43790,97426293,2023-02-05,,727.49
43805,97439311,2023-02-05,,196.91
43820,97445899,2023-02-05,,-306.79
43835,97487639,2023-02-05,,594.8199999999999
43850,97501557,2023-02-05,148.09,720.23
43865,97521278,2023-02-05,,833.78
43880,97526378,2023-02-05,,-91.41999999999996
43895,97541080,2023-02-05,,779.5
43910,97542348,2023-02-05,-897.5,169.11
43925,97555037,2023-02-05,141.29,546.58
43940,97558121,2023-02-05,135.59,834.87
43955,97571696,2023-02-05,,1983.92
43970,97581232,2023-02-05,,608.89
43985,97624673,2023-02-05,,481.09
44000,97738591,2023-02-05,,254.4
44015,97762952,2023-02-05,,259.58000000000004
44030,97773835,2023-02-05,,93.07
44045,97843608,2023-02-05,,480.12000000000006
44060,97844854,2023-02-05,,404.2
44075,97870414,2023-02-05,,-450.86
44090,97913385,2023-02-05,-78.62,686.54
44105,97935683,2023-02-05,,40.96
44120,97939041,2023-02-05,,387.14
44135,97944124,2023-02-05,,258.19
44150,97954732,2023-02-05,,363.28
44165,97970258,2023-02-05,,73.72999999999999
44180,97983552,2023-02-05,,1040.49
44195,97985291,2023-02-05,131.72,392.42
44210,97988499,2023-02-05,104.95,351.86
44225,98043237,2023-02-05,,392.25
44240,98070849,2023-02-05,,1340.46
44255,98107200,2023-02-05,,390.23
44270,98112233,2023-02-05,101.50999999999999,390.76
44285,98119030,2023-02-05,,303.18
44300,98138904,2023-02-05,,885.18
44315,98156945,2023-02-05,,495.03
44330,98159348,2023-02-05,,138.56999999999994
44345,98221133,2023-02-05,111.54,750.35
44360,98237008,2023-02-05,72.53,1436.25
44375,98336782,2023-02-05,,266.46
44390,98353764,2023-02-05,,498.86
44405,98372749,2023-02-05,,221.54
44420,98377332,2023-02-05,,470.53
44435,98459176,2023-02-05,-135.88,-373.5100000000001
44450,98517701,2023-02-05,,277.91
44465,98568929,2023-02-05,139.75,693.46
44480,98575383,2023-02-05,,774.6
44495,98596312,2023-02-05,,594.6099999999999
44510,98611122,2023-02-05,,1436.79
44525,98620342,2023-02-05,1533.5,2509.63
44540,98671410,2023-02-05,90.06,1490.04
44555,98717357,2023-02-05,,-1337.6999999999998
44570,98776498,2023-02-05,,79.4
44585,98821521,2023-02-05,,764.74
44600,98849007,2023-02-05,,62.71
44615,98882065,2023-02-05,,647.64
44630,98882225,2023-02-05,-1558.6100000000001,-676.9600000000002
44645,98886699,2023-02-05,,489.86
44660,98931016,2023-02-05,,-34.75999999999988
44675,98940578,2023-02-05,,59.28
44690,99000939,2023-02-05,,96.98
44705,99015119,2023-02-05,49.2,945.49
44720,99244906,2023-02-05,,822.79
44735,99261094,2023-02-05,,441.5
44750,99296816,2023-02-05,-76.31,-142.09000000000017
44765,99481977,2023-02-05,,2749.6
44780,99496896,2023-02-05,,431.32
44795,99514298,2023-02-05,-81.05,49.92
44810,99553778,2023-02-05,-974.8,-45.32000000000005
44825,99611232,2023-02-05,,612.3800000000001
44840,99657974,2023-02-05,,-8.579999999999984
44855,99678854,2023-02-05,,664.0
44870,99685765,2023-02-05,,144.22
44885,99709741,2023-02-05,,98.23
44900,99729369,2023-02-05,,-2051.36
44915,99730589,2023-02-05,,1046.67
44930,99734848,2023-02-05,,857.8900000000001
44945,99760030,2023-02-05,,575.9000000000001
44960,99791709,2023-02-05,,65.69
44975,99877007,2023-02-05,-72.33,596.3
44990,99937043,2023-02-05,52.36,970.18
